name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;346;0;300;3077;1037;3077;1037;0
header;254;132;254;166;1851;166;1851;132
A;579;256;579;262;584;262;584;256
A;935;440;935;445;940;445;940;440
B;824;521;824;537;837;537;837;521
A;810;580;810;588;815;588;815;580
B;525;605;525;630;541;630;541;605
A;384;704;384;723;388;723;388;704
A;532;752;532;757;537;757;537;752
B;366;753;366;771;379;771;379;753
A;532;764;532;769;537;769;537;764
B;554;789;554;814;570;814;570;789
A;568;811;568;813;570;813;570;811
A;362;1177;362;1182;367;1182;367;1177
B;774;1388;774;1410;800;1410;800;1388
A;361;1684;361;1689;365;1689;365;1684
C;808;1798;808;1824;828;1824;828;1798
A;879;1834;879;1837;882;1837;882;1834
A;628;1866;628;1871;632;1871;632;1866
A;358;2052;358;2058;362;2058;362;2052
A;383;2927;383;2933;388;2933;388;2927
